Stock,Entry Time,Exit Time,Entry Price,Exit Price,Gain %
KPITTECH,2025-11-19 11:54:00,2025-11-19 12:02:00,1213.8,1212.5,-0.10710166419508607
NTPC,2025-11-19 15:08:00,2025-11-19 15:11:00,326.7,326.35,-0.10713192531373306
TIINDIA,2025-11-11 14:34:00,2025-11-11 14:39:00,2985.5,2982.3,-0.10718472617651374
LUPIN,2025-11-18 09:44:00,2025-11-18 09:50:00,2051.9,2049.7,-0.10721770066768717
SBIN,2025-11-17 10:03:00,2025-11-17 10:06:00,975.9,974.85,-0.10759299108514751
LAURUSLABS,2025-11-17 15:08:00,2025-11-17 15:15:00,1022.3,1021.2,-0.10760050865694112
BANKINDIA,2025-11-19 14:52:00,2025-11-19 14:56:00,148.66,148.5,-0.10762814475985241
NMDC,2025-11-07 13:35:00,2025-11-07 13:38:00,74.31,74.23,-0.10765711209796568
MPHASIS,2025-11-11 11:06:00,2025-11-11 11:21:00,2777.4,2774.4,-0.10801468999783971
HUDCO,2025-11-20 11:51:00,2025-11-20 11:59:00,240.49,240.23,-0.10811260343466228
PIDILITIND,2025-11-12 14:29:00,2025-11-12 14:32:00,1479.2,1477.6,-0.10816657652786212
OBEROIRLTY,2025-11-17 12:42:00,2025-11-17 12:49:00,1752.0,1750.1,-0.10844748858448007
KPITTECH,2025-11-24 13:31:00,2025-11-24 13:37:00,1196.6,1195.3,-0.1086411499247831
PHOENIXLTD,2025-11-17 12:44:00,2025-11-17 12:50:00,1748.4,1746.5,-0.10867078471746117
NMDC,2025-11-07 11:38:00,2025-11-07 11:44:00,73.6,73.52,-0.10869565217391072
PAGEIND,2025-11-13 12:23:00,2025-11-13 12:30:00,41150.0,41105.0,-0.10935601458080195
MUTHOOTFIN,2025-11-03 15:09:00,2025-11-03 15:12:00,3199.2,3195.7,-0.10940235058764691
UNIONBANK,2025-11-20 13:22:00,2025-11-20 13:28:00,154.99,154.82,-0.10968449577393118
ANGELONE,2025-11-11 12:30:00,2025-11-11 12:37:00,2639.7,2636.8,-0.10986096904949942
SBIN,2025-11-07 12:19:00,2025-11-07 12:23:00,954.5,953.45,-0.11000523834467832
PAGEIND,2025-11-13 10:03:00,2025-11-13 10:10:00,40905.0,40860.0,-0.11001100110011
INFY,2025-11-19 14:43:00,2025-11-19 14:47:00,1542.7,1541.0,-0.11019640889350137
GLENMARK,2025-11-03 11:31:00,2025-11-03 11:35:00,1903.0,1900.9,-0.11035207566998997
MPHASIS,2025-11-24 11:22:00,2025-11-24 11:24:00,2803.2,2800.1,-0.11058789954337576
APLAPOLLO,2025-11-10 11:58:00,2025-11-10 12:00:00,1805.0,1803.0,-0.110803324099723
POWERGRID,2025-11-10 13:11:00,2025-11-10 13:14:00,270.4,270.1,-0.11094674556211337
MARICO,2025-11-13 10:49:00,2025-11-13 10:52:00,720.8,720.0,-0.11098779134294597
HDFCBANK,2025-11-06 12:40:00,2025-11-06 12:43:00,990.2,989.1,-0.1110886689557688
NCC,2025-11-11 14:30:00,2025-11-11 14:39:00,188.92,188.71,-0.11115816218504106
CDSL,2025-11-18 13:43:00,2025-11-18 13:45:00,1618.0,1616.2,-0.11124845488256825
M&M,2025-11-10 12:29:00,2025-11-10 12:36:00,3683.0,3678.9,-0.11132229161009799
POLICYBZR,2025-11-11 14:37:00,2025-11-11 14:43:00,1796.1,1794.1,-0.11135237458938813
LTIM,2025-11-12 10:36:00,2025-11-12 10:37:00,5829.5,5823.0,-0.1115018440689596
TATAELXSI,2025-11-19 14:17:00,2025-11-19 14:23:00,5380.5,5374.5,-0.1115137998327293
ANGELONE,2025-11-20 11:03:00,2025-11-20 11:08:00,2847.0,2843.8,-0.11239901650859915
HDFCLIFE,2025-11-11 10:25:00,2025-11-11 10:32:00,755.9,755.05,-0.11244873660537409
HINDZINC,2025-11-11 13:34:00,2025-11-11 13:38:00,486.35,485.8,-0.11308728282101599
DMART,2025-11-11 10:58:00,2025-11-11 11:02:00,4049.0,4044.4,-0.1136082983452682
HINDALCO,2025-11-11 14:05:00,2025-11-11 14:14:00,791.25,790.35,-0.11374407582938101
MPHASIS,2025-11-10 14:26:00,2025-11-10 14:33:00,2797.1,2793.9,-0.11440420435450352
OIL,2025-11-04 09:50:00,2025-11-04 09:59:00,437.0,436.5,-0.11441647597254005
OIL,2025-11-07 12:57:00,2025-11-07 12:59:00,436.5,436.0,-0.11454753722794961
HUDCO,2025-11-10 12:59:00,2025-11-10 13:05:00,234.87,234.6,-0.11495721037169933
UNIONBANK,2025-11-13 10:03:00,2025-11-13 10:09:00,156.53,156.35,-0.1149939308758748
LICHSGFIN,2025-11-19 15:25:00,2025-11-19 15:26:00,564.55,563.9,-0.11513594898591396
PHOENIXLTD,2025-11-14 12:31:00,2025-11-14 12:33:00,1736.7,1734.7,-0.1151609374100305
HINDUNILVR,2025-11-12 13:40:00,2025-11-12 13:43:00,2428.3,2425.5,-0.11530700490055519
SAIL,2025-11-03 10:34:00,2025-11-03 10:41:00,138.5,138.34,-0.11552346570396865
FORTIS,2025-11-17 13:36:00,2025-11-17 13:42:00,950.7,949.6,-0.11570421794467473
HAVELLS,2025-11-13 11:06:00,2025-11-13 11:11:00,1469.0,1467.3,-0.11572498298162325
IGL,2025-11-20 12:25:00,2025-11-20 12:38:00,205.74,205.5,-0.11665208515602657
ICICIPRULI,2025-11-03 13:56:00,2025-11-03 14:02:00,599.95,599.25,-0.11667638969914916
APLAPOLLO,2025-11-10 10:22:00,2025-11-10 10:34:00,1799.2,1797.1,-0.11671854157404048
CDSL,2025-11-19 14:18:00,2025-11-19 14:21:00,1627.0,1625.1,-0.11677934849416662
UNIONBANK,2025-11-10 11:25:00,2025-11-10 11:32:00,154.03,153.85,-0.11686035187950843
LT,2025-11-11 12:22:00,2025-11-11 12:25:00,3930.5,3925.9,-0.11703345630326699
ANGELONE,2025-11-10 12:19:00,2025-11-10 12:32:00,2644.2,2641.1,-0.11723772785719344
JIOFIN,2025-11-07 11:32:00,2025-11-07 11:36:00,298.0,297.65,-0.11744966442953783
NATIONALUM,2025-11-10 13:05:00,2025-11-10 13:14:00,255.3,255.0,-0.11750881316099152
HDFCAMC,2025-11-13 13:39:00,2025-11-13 13:45:00,5527.5,5521.0,-0.11759384893713253
UNIONBANK,2025-11-14 14:32:00,2025-11-14 14:40:00,152.68,152.5,-0.1178936337437823
APLAPOLLO,2025-11-18 11:32:00,2025-11-18 11:37:00,1773.9,1771.8,-0.11838322340606215
ICICIBANK,2025-11-03 13:34:00,2025-11-03 13:39:00,1350.0,1348.4,-0.11851851851851178
PERSISTENT,2025-11-19 13:12:00,2025-11-19 13:15:00,6324.5,6317.0,-0.11858644952170133
ICICIPRULI,2025-11-12 13:53:00,2025-11-12 13:56:00,632.1,631.35,-0.11865211200759374
IGL,2025-11-12 13:21:00,2025-11-12 13:26:00,210.65,210.4,-0.11868027533823877
HEROMOTOCO,2025-11-19 11:02:00,2025-11-19 11:03:00,5898.0,5891.0,-0.11868429976263141
ADANIENSOL,2025-11-19 14:51:00,2025-11-19 14:52:00,1010.5,1009.3,-0.11875309252845576
DMART,2025-11-04 11:35:00,2025-11-04 11:46:00,4205.0,4200.0,-0.11890606420927466
KOTAKBANK,2025-11-10 11:00:00,2025-11-10 11:04:00,2101.9,2099.4,-0.11894000666064038
HDFCLIFE,2025-11-11 11:09:00,2025-11-11 11:11:00,756.0,755.1,-0.11904761904761604
GAIL,2025-11-19 13:14:00,2025-11-19 13:17:00,184.59,184.37,-0.11918305433663734
PRESTIGE,2025-11-10 14:25:00,2025-11-10 14:32:00,1760.0,1757.9,-0.11931818181817665
NAUKRI,2025-11-07 13:35:00,2025-11-07 13:43:00,1340.6,1339.0,-0.11934954497985299
HDFCAMC,2025-11-04 13:33:00,2025-11-04 13:40:00,5437.0,5430.5,-0.1195512231009748
VBL,2025-11-14 15:08:00,2025-11-14 15:11:00,460.05,459.5,-0.11955222258450415
HINDUNILVR,2025-11-12 10:46:00,2025-11-12 10:48:00,2425.7,2422.8,-0.11955311868737423
ADANIENSOL,2025-11-12 14:47:00,2025-11-12 14:57:00,1003.7,1002.5,-0.11955763674405155
MARICO,2025-11-19 14:04:00,2025-11-19 14:09:00,752.7,751.8,-0.11956954962137516
ADANIGREEN,2025-11-13 13:33:00,2025-11-13 13:37:00,1086.0,1084.7,-0.11970534069981165
PAYTM,2025-11-11 13:27:00,2025-11-11 13:30:00,1329.8,1328.2,-0.12031884493908175
HDFCAMC,2025-11-19 11:38:00,2025-11-19 11:47:00,5398.5,5392.0,-0.12040381587478002
CAMS,2025-11-17 12:49:00,2025-11-17 12:54:00,3982.3,3977.5,-0.12053336011852904
NHPC,2025-11-06 14:04:00,2025-11-06 14:13:00,82.82,82.72,-0.12074378169523584
CYIENT,2025-11-04 12:58:00,2025-11-04 13:02:00,1157.1,1155.7,-0.12099213551117999
BSE,2025-11-11 13:51:00,2025-11-11 13:59:00,2642.9,2639.7,-0.12107911763594055
ONGC,2025-11-24 12:21:00,2025-11-24 12:30:00,246.6,246.3,-0.12165450121653809
PNB,2025-11-18 11:11:00,2025-11-18 11:16:00,123.25,123.1,-0.12170385395537987
PRESTIGE,2025-11-07 11:02:00,2025-11-07 11:06:00,1724.6,1722.5,-0.12176736634581405
NHPC,2025-11-11 12:30:00,2025-11-11 12:35:00,81.99,81.89,-0.12196609342602063
NTPC,2025-11-13 10:32:00,2025-11-13 10:37:00,327.85,327.45,-0.12200701540339609
HDFCBANK,2025-11-14 10:54:00,2025-11-14 11:02:00,983.5,982.3,-0.12201321809863197
HAL,2025-11-12 11:12:00,2025-11-12 11:19:00,4917.0,4911.0,-0.12202562538133008
NHPC,2025-11-12 14:39:00,2025-11-12 14:44:00,81.9,81.8,-0.1221001221001325
HUDCO,2025-11-18 14:13:00,2025-11-18 14:17:00,244.99,244.69,-0.1224539777133807
CDSL,2025-11-17 15:15:00,2025-11-17 15:21:00,1633.0,1631.0,-0.1224739742804654
SUPREMEIND,2025-11-07 14:37:00,2025-11-07 14:47:00,3832.4,3827.7,-0.12263855547438349
LODHA,2025-11-11 13:14:00,2025-11-11 13:23:00,1217.9,1216.4,-0.12316282124969209
OBEROIRLTY,2025-11-07 11:42:00,2025-11-07 11:46:00,1786.2,1784.0,-0.12316649871235279
MOTHERSON,2025-11-12 12:34:00,2025-11-12 12:41:00,105.53,105.4,-0.12318771913199607
MOTHERSON,2025-11-04 13:47:00,2025-11-04 13:48:00,105.11,104.98,-0.123679954333551
SONACOMS,2025-11-04 15:06:00,2025-11-04 15:12:00,484.65,484.05,-0.12380068090373794
CGPOWER,2025-11-19 14:44:00,2025-11-19 14:49:00,723.75,722.85,-0.12435233160621448
SBIN,2025-11-13 10:05:00,2025-11-13 10:10:00,963.85,962.65,-0.12450070031644399
HINDPETRO,2025-11-11 12:17:00,2025-11-11 12:21:00,481.0,480.4,-0.12474012474012948
TIINDIA,2025-11-20 11:03:00,2025-11-20 11:09:00,3041.0,3037.2,-0.12495889510030195
ADANIGREEN,2025-11-11 12:30:00,2025-11-11 12:31:00,1039.8,1038.5,-0.12502404308520432
VBL,2025-11-03 10:44:00,2025-11-03 10:52:00,479.2,478.6,-0.12520868113521827
M&M,2025-11-07 13:33:00,2025-11-07 13:36:00,3673.2,3668.6,-0.12523140585864936
OIL,2025-11-07 11:46:00,2025-11-07 11:48:00,438.3,437.75,-0.12548482774355724
GMRAIRPORT,2025-11-19 15:14:00,2025-11-19 15:15:00,103.1,102.97,-0.12609117361784236
ICICIBANK,2025-11-10 10:33:00,2025-11-10 10:36:00,1347.0,1345.3,-0.12620638455828104
POLICYBZR,2025-11-14 15:10:00,2025-11-14 15:21:00,1742.3,1740.1,-0.12626987315617547
VBL,2025-11-06 11:06:00,2025-11-06 11:09:00,474.25,473.65,-0.1265155508697992
PETRONET,2025-11-17 15:01:00,2025-11-17 15:04:00,276.35,276.0,-0.12665098606839975
ICICIPRULI,2025-11-17 13:23:00,2025-11-17 13:26:00,630.1,629.3,-0.12696397397239614
HINDALCO,2025-11-11 13:34:00,2025-11-11 13:42:00,787.5,786.5,-0.12698412698412698
HDFCAMC,2025-11-10 13:18:00,2025-11-10 13:20:00,5487.5,5480.5,-0.1275626423690205
APLAPOLLO,2025-11-20 15:21:00,2025-11-20 15:23:00,1723.2,1721.0,-0.12766945218198963
HUDCO,2025-11-10 11:24:00,2025-11-10 11:32:00,234.81,234.51,-0.12776287210936987
BANKINDIA,2025-11-20 13:58:00,2025-11-20 14:03:00,148.55,148.36,-0.1279030629417689
JIOFIN,2025-11-13 10:10:00,2025-11-13 10:17:00,312.7,312.3,-0.12791813239525976
PIDILITIND,2025-11-12 09:39:00,2025-11-12 09:47:00,1482.9,1481.0,-0.12812731809293215
PIDILITIND,2025-11-21 11:49:00,2025-11-21 11:54:00,1480.4,1478.5,-0.128343690894359
MARICO,2025-11-14 14:48:00,2025-11-14 14:58:00,739.05,738.1,-0.12854340031120112
TIINDIA,2025-11-17 13:55:00,2025-11-17 13:57:00,3103.6,3099.6,-0.1288825879623663
CAMS,2025-11-07 12:02:00,2025-11-07 12:04:00,3709.6,3704.8,-0.1293940047444395
HDFCAMC,2025-11-20 10:22:00,2025-11-20 10:24:00,5402.0,5395.0,-0.1295816364309515
JIOFIN,2025-11-20 12:35:00,2025-11-20 12:40:00,308.65,308.25,-0.12959663048759995
KPITTECH,2025-11-07 12:33:00,2025-11-07 12:42:00,1156.0,1154.5,-0.12975778546712802
HDFCAMC,2025-11-06 12:25:00,2025-11-06 12:29:00,5390.0,5383.0,-0.12987012987012986
CYIENT,2025-11-11 13:58:00,2025-11-11 14:09:00,1155.0,1153.5,-0.12987012987012986
JIOFIN,2025-11-03 13:18:00,2025-11-03 13:22:00,307.9,307.5,-0.1299123091912885
NMDC,2025-11-12 12:07:00,2025-11-12 12:12:00,76.91,76.81,-0.1300221037576314
KPITTECH,2025-11-07 11:22:00,2025-11-07 11:35:00,1152.3,1150.8,-0.13017443374121324
LICHSGFIN,2025-11-03 12:08:00,2025-11-03 12:10:00,575.8,575.05,-0.13025356026398055
VBL,2025-11-17 09:15:00,2025-11-17 09:18:00,460.6,460.0,-0.13026487190621422
SAIL,2025-11-07 11:33:00,2025-11-07 11:40:00,138.09,137.91,-0.13034977188790414
CAMS,2025-11-06 13:01:00,2025-11-06 13:03:00,3756.8,3751.9,-0.13043015332197858
GAIL,2025-11-20 11:06:00,2025-11-20 11:10:00,183.89,183.65,-0.1305128065691341
UNIONBANK,2025-11-14 12:01:00,2025-11-14 12:03:00,153.0,152.8,-0.13071895424835858
LUPIN,2025-11-11 12:35:00,2025-11-11 12:39:00,1983.7,1981.1,-0.1310682058779118
LICHSGFIN,2025-11-17 14:40:00,2025-11-17 14:44:00,572.2,571.45,-0.13107305138063613
OBEROIRLTY,2025-11-13 14:24:00,2025-11-13 14:39:00,1751.7,1749.4,-0.13130102186447193
MARICO,2025-11-17 09:15:00,2025-11-17 09:29:00,760.5,759.5,-0.13149243918474687
RELIANCE,2025-11-18 11:25:00,2025-11-18 11:29:00,1516.9,1514.9,-0.13184784758388818
HFCL,2025-11-06 12:54:00,2025-11-06 13:13:00,75.73,75.63,-0.13204806549585174
IRFC,2025-11-07 13:17:00,2025-11-07 13:22:00,121.14,120.98,-0.13207858675911888
AXISBANK,2025-11-20 14:59:00,2025-11-20 15:01:00,1285.8,1284.1,-0.1322134079950261
RECLTD,2025-11-03 10:29:00,2025-11-03 10:34:00,377.9,377.4,-0.13231013495633767
JIOFIN,2025-11-10 11:57:00,2025-11-10 12:05:00,302.25,301.85,-0.1323407775020603
GODREJCP,2025-11-11 13:32:00,2025-11-11 13:40:00,1131.6,1130.1,-0.1325556733828208
INDUSINDBK,2025-11-12 13:04:00,2025-11-12 13:10:00,865.9,864.75,-0.13280979327866696
HAL,2025-11-14 14:22:00,2025-11-14 14:27:00,4738.7,4732.4,-0.13294785489691652
CGPOWER,2025-11-17 14:00:00,2025-11-17 14:04:00,751.0,750.0,-0.13315579227696406
ANGELONE,2025-11-03 13:28:00,2025-11-03 13:33:00,2552.5,2549.1,-0.1332027424094061
INDIANB,2025-11-07 11:30:00,2025-11-07 11:37:00,863.25,862.1,-0.13321749203590816
INDUSINDBK,2025-11-06 14:51:00,2025-11-06 14:55:00,787.75,786.7,-0.13329101872420876
ANGELONE,2025-11-11 11:55:00,2025-11-11 11:58:00,2619.1,2615.6,-0.13363369096254438
HINDZINC,2025-11-10 14:11:00,2025-11-10 14:19:00,486.1,485.45,-0.13371734211068384
INDUSINDBK,2025-11-21 14:20:00,2025-11-21 14:29:00,856.45,855.3,-0.13427520579135863
NMDC,2025-11-04 14:49:00,2025-11-04 14:51:00,74.43,74.33,-0.13435442697838038
M&M,2025-11-18 14:05:00,2025-11-18 14:09:00,3720.8,3715.8,-0.13437970328961513
SONACOMS,2025-11-03 14:41:00,2025-11-03 14:47:00,482.6,481.95,-0.13468711147949317
PIDILITIND,2025-11-12 11:34:00,2025-11-12 11:35:00,1482.1,1480.1,-0.13494366102152353
HFCL,2025-11-19 12:34:00,2025-11-19 12:38:00,74.05,73.95,-0.13504388926400313
HINDZINC,2025-11-03 12:32:00,2025-11-03 12:34:00,481.1,480.45,-0.13510704635211682
HEROMOTOCO,2025-11-13 13:02:00,2025-11-13 13:03:00,5550.0,5542.5,-0.13513513513513514
BSE,2025-11-10 11:09:00,2025-11-10 11:15:00,2662.5,2658.9,-0.1352112676056304
GODREJPROP,2025-11-13 13:24:00,2025-11-13 13:31:00,2217.2,2214.2,-0.13530579108785856
LAURUSLABS,2025-11-10 11:45:00,2025-11-10 11:50:00,996.5,995.15,-0.13547415955845687
GMRAIRPORT,2025-11-19 14:27:00,2025-11-19 14:42:00,103.28,103.14,-0.1355538342370261
HUDCO,2025-11-13 11:38:00,2025-11-13 11:44:00,228.51,228.2,-0.13566145901711185
NTPC,2025-11-13 11:14:00,2025-11-13 11:22:00,329.8,329.35,-0.13644633110976004
NMDC,2025-11-06 13:56:00,2025-11-06 14:01:00,73.25,73.15,-0.13651877133105025
HDFCBANK,2025-11-10 14:24:00,2025-11-10 14:30:00,987.9,986.55,-0.1366535074400266
HINDPETRO,2025-11-21 12:51:00,2025-11-21 12:53:00,475.65,475.0,-0.13665510354251598
PAGEIND,2025-11-10 14:50:00,2025-11-10 14:51:00,40200.0,40145.0,-0.13681592039800997
ADANIGREEN,2025-11-18 12:10:00,2025-11-18 12:15:00,1091.0,1089.5,-0.13748854262144822
NCC,2025-11-19 14:15:00,2025-11-19 14:21:00,181.25,181.0,-0.13793103448275862
OBEROIRLTY,2025-11-03 11:01:00,2025-11-03 11:17:00,1805.1,1802.6,-0.1384964821893524
INDUSINDBK,2025-11-07 13:53:00,2025-11-07 13:55:00,793.6,792.5,-0.1386088709677448
PERSISTENT,2025-11-18 14:05:00,2025-11-18 14:09:00,6124.5,6116.0,-0.13878683974201977
KOTAKBANK,2025-11-11 11:56:00,2025-11-11 12:02:00,2088.8,2085.9,-0.13883569513596758
FORTIS,2025-11-14 14:46:00,2025-11-14 14:51:00,936.0,934.7,-0.13888888888888404
INDUSINDBK,2025-11-07 11:31:00,2025-11-07 11:35:00,791.8,790.7,-0.13892397069966014
INDIANB,2025-11-24 11:56:00,2025-11-24 12:04:00,862.6,861.4,-0.1391143055877632
PERSISTENT,2025-11-17 11:05:00,2025-11-17 11:15:00,6105.5,6097.0,-0.13921873720416017
LTIM,2025-11-20 10:57:00,2025-11-20 11:05:00,6090.0,6081.5,-0.13957307060755336
NAUKRI,2025-11-13 13:03:00,2025-11-13 13:18:00,1360.0,1358.1,-0.13970588235294787
GRASIM,2025-11-10 12:22:00,2025-11-10 12:26:00,2786.9,2783.0,-0.1399404356094618
PAGEIND,2025-11-18 13:16:00,2025-11-18 13:20:00,39290.0,39235.0,-0.13998472893866123
ICICIPRULI,2025-11-06 09:55:00,2025-11-06 10:02:00,606.8,605.95,-0.14007910349372266
POLICYBZR,2025-11-11 11:55:00,2025-11-11 12:07:00,1782.7,1780.2,-0.14023671958265552
ICICIPRULI,2025-11-06 13:37:00,2025-11-06 13:38:00,605.95,605.1,-0.14027560029705796
PHOENIXLTD,2025-11-20 13:34:00,2025-11-20 13:39:00,1710.9,1708.5,-0.14027704716816242
BANKINDIA,2025-11-03 13:55:00,2025-11-03 13:57:00,142.55,142.35,-0.14030164854438235
CAMS,2025-11-11 12:52:00,2025-11-11 12:55:00,3842.0,3836.6,-0.14055179593961714
OBEROIRLTY,2025-11-11 14:26:00,2025-11-11 14:32:00,1771.8,1769.3,-0.14109944689016818
IRFC,2025-11-19 14:30:00,2025-11-19 14:33:00,120.37,120.2,-0.14123120378832077
CYIENT,2025-11-18 15:16:00,2025-11-18 15:22:00,1129.8,1128.2,-0.14161798548414845
TIINDIA,2025-11-10 10:37:00,2025-11-10 10:46:00,2965.7,2961.5,-0.14161917928313109
VBL,2025-11-13 12:10:00,2025-11-13 12:15:00,458.95,458.3,-0.14162762828194297
TCS,2025-11-12 09:47:00,2025-11-12 09:56:00,3099.4,3095.0,-0.14196296057301705
GAIL,2025-11-03 11:14:00,2025-11-03 11:22:00,183.14,182.88,-0.1419678934148689
INDUSINDBK,2025-11-19 14:18:00,2025-11-19 14:22:00,845.2,844.0,-0.14197823000473797
KALYANKJIL,2025-11-18 10:56:00,2025-11-18 11:05:00,492.9,492.2,-0.14201663623452804
ANGELONE,2025-11-17 12:29:00,2025-11-17 12:37:00,2816.0,2812.0,-0.14204545454545456
JSWENERGY,2025-11-11 13:19:00,2025-11-11 13:22:00,527.8,527.05,-0.14209928003031452
MARUTI,2025-11-06 13:43:00,2025-11-06 13:45:00,15471.0,15449.0,-0.14220153836209684
MUTHOOTFIN,2025-11-14 10:53:00,2025-11-14 11:14:00,3723.9,3718.6,-0.14232390773114698
HFCL,2025-11-03 13:46:00,2025-11-03 13:52:00,77.22,77.11,-0.14245014245014173
PRESTIGE,2025-11-10 12:56:00,2025-11-10 13:04:00,1750.2,1747.7,-0.14284081819220662
PRESTIGE,2025-11-13 09:15:00,2025-11-13 09:32:00,1750.1,1747.6,-0.1428489800582824
JSWENERGY,2025-11-18 11:41:00,2025-11-18 11:47:00,524.0,523.25,-0.1431297709923664
CDSL,2025-11-06 14:38:00,2025-11-06 14:40:00,1531.2,1529.0,-0.1436781609195432
MUTHOOTFIN,2025-11-03 12:26:00,2025-11-03 12:32:00,3199.9,3195.3,-0.1437544923278824
KOTAKBANK,2025-11-13 12:30:00,2025-11-13 12:36:00,2085.1,2082.1,-0.14387799146323918
MUTHOOTFIN,2025-11-13 13:46:00,2025-11-13 13:52:00,3402.7,3397.8,-0.14400329150379512
NCC,2025-11-20 10:31:00,2025-11-20 10:33:00,180.5,180.24,-0.14404432132963485
TCS,2025-11-12 10:54:00,2025-11-12 11:00:00,3118.9,3114.4,-0.14428163775690148
NATIONALUM,2025-11-07 10:48:00,2025-11-07 10:58:00,234.11,233.77,-0.1452308743752951
PRESTIGE,2025-11-20 10:45:00,2025-11-20 11:00:00,1716.7,1714.2,-0.14562824022834508
BSE,2025-11-14 10:56:00,2025-11-14 11:03:00,2809.3,2805.2,-0.14594382942371278
LTIM,2025-11-14 15:04:00,2025-11-14 15:19:00,5814.5,5806.0,-0.14618625849170178
HFCL,2025-11-18 12:01:00,2025-11-18 12:07:00,75.22,75.11,-0.14623770273863257
M&M,2025-11-11 10:58:00,2025-11-11 11:01:00,3690.4,3685.0,-0.14632560156080887
HDFCAMC,2025-11-17 14:15:00,2025-11-17 14:24:00,5460.5,5452.5,-0.1465067301529164
GODREJPROP,2025-11-07 11:42:00,2025-11-07 11:44:00,2183.7,2180.5,-0.1465402756788853
HAL,2025-11-20 10:28:00,2025-11-20 10:33:00,4774.0,4767.0,-0.1466275659824047
PNB,2025-11-12 11:57:00,2025-11-12 12:00:00,122.59,122.41,-0.14683089974713012
HAL,2025-11-10 10:31:00,2025-11-10 10:36:00,4759.2,4752.2,-0.14708354345268113
ITC,2025-11-11 10:11:00,2025-11-11 10:13:00,407.8,407.2,-0.1471309465424283
VBL,2025-11-03 13:01:00,2025-11-03 13:03:00,475.2,474.5,-0.14730639730639492
MARICO,2025-11-12 10:26:00,2025-11-12 10:35:00,712.1,711.05,-0.1474512006740722
TIINDIA,2025-11-11 13:17:00,2025-11-11 13:24:00,2982.5,2978.1,-0.1475272422464406
HINDZINC,2025-11-07 12:50:00,2025-11-07 12:55:00,474.0,473.3,-0.14767932489451238
ICICIBANK,2025-11-11 09:15:00,2025-11-11 09:26:00,1353.1,1351.1,-0.14780873549626786
AXISBANK,2025-11-20 12:54:00,2025-11-20 12:58:00,1285.4,1283.5,-0.1478139100669123
HDFCAMC,2025-11-21 13:58:00,2025-11-21 14:03:00,5411.5,5403.5,-0.14783331793402937
NYKAA,2025-11-10 13:32:00,2025-11-10 13:40:00,263.67,263.28,-0.14791216293095277
HEROMOTOCO,2025-11-10 11:45:00,2025-11-10 11:50:00,5402.5,5394.5,-0.14807959278111985
VBL,2025-11-07 13:15:00,2025-11-07 13:20:00,472.0,471.3,-0.14830508474576032
NATIONALUM,2025-11-07 11:34:00,2025-11-07 11:41:00,236.0,235.65,-0.14830508474576032
MAXHEALTH,2025-11-19 10:22:00,2025-11-19 10:30:00,1145.9,1144.2,-0.1483550047997247
AXISBANK,2025-11-20 10:58:00,2025-11-20 11:07:00,1279.9,1278.0,-0.148449097585756
LAURUSLABS,2025-11-13 14:18:00,2025-11-13 14:32:00,1003.05,1001.55,-0.14954389113204727
NESTLEIND,2025-11-04 13:39:00,2025-11-04 13:44:00,1268.9,1267.0,-0.14973599180393182
CDSL,2025-11-06 12:54:00,2025-11-06 13:02:00,1535.9,1533.6,-0.1497493326388555
GODREJPROP,2025-11-14 12:29:00,2025-11-14 12:33:00,2203.1,2199.8,-0.14978893377512265
KEI,2025-11-10 09:31:00,2025-11-10 09:43:00,3996.0,3990.0,-0.15015015015015015
ADANIENSOL,2025-11-13 12:59:00,2025-11-13 13:03:00,1031.1,1029.55,-0.15032489574240662
SUPREMEIND,2025-11-19 15:00:00,2025-11-19 15:04:00,3591.9,3586.5,-0.1503382610874493
HAL,2025-11-10 13:09:00,2025-11-10 13:15:00,4785.0,4777.8,-0.15047021943573288
PIDILITIND,2025-11-11 10:56:00,2025-11-11 10:59:00,1459.6,1457.4,-0.15072622636337477
AXISBANK,2025-11-17 10:21:00,2025-11-17 10:24:00,1260.0,1258.1,-0.150793650793658
BSE,2025-11-11 14:26:00,2025-11-11 14:30:00,2652.0,2648.0,-0.1508295625942685
HAL,2025-11-17 12:07:00,2025-11-17 12:14:00,4768.0,4760.8,-0.15100671140939215
FORTIS,2025-11-21 13:57:00,2025-11-21 14:06:00,926.6,925.2,-0.15109000647528353
MUTHOOTFIN,2025-11-17 15:11:00,2025-11-17 15:15:00,3765.8,3760.1,-0.15136226034309502
HINDALCO,2025-11-07 10:34:00,2025-11-07 10:44:00,791.85,790.65,-0.15154385300246834
TCS,2025-11-20 10:33:00,2025-11-20 10:38:00,3164.3,3159.5,-0.15169231741617992
JSWENERGY,2025-11-18 15:06:00,2025-11-18 15:09:00,527.1,526.3,-0.15177385695315276
DELHIVERY,2025-11-10 14:07:00,2025-11-10 14:10:00,428.25,427.6,-0.15178050204319374
POLICYBZR,2025-11-20 10:59:00,2025-11-20 11:07:00,1844.4,1841.6,-0.15181088700933537
LUPIN,2025-11-20 12:01:00,2025-11-20 12:03:00,2040.6,2037.5,-0.15191610310692488
KALYANKJIL,2025-11-18 12:41:00,2025-11-18 12:46:00,493.65,492.9,-0.15192950470981464
BSE,2025-11-07 13:43:00,2025-11-07 13:48:00,2630.0,2626.0,-0.1520912547528517
BSE,2025-11-13 09:52:00,2025-11-13 10:00:00,2816.9,2812.6,-0.15265007632504463
