stock,date,entry_price,entry_idx,rsi,macd,signal,volume_ratio,range_position,morning_high,morning_low,exit_pct,exit_reason,pnl,max_gain_pct,max_loss_pct
ANGELONE,2025-12-10,2477.7,843,54.49550449550452,1.4727331491335462,0.07113154815801984,1.8181818181818181,50.10729613733896,2524.2,2431.0,-5.230657464584068,EOD,-1046.1314929168136,-0.07264802034141633,-5.763409613754663
