date,stock,strategy,rsi,range_position,entry_price,option_type,pnl,exit_reason,exit_pct
2025-12-17,DRREDDY,B_PE_LOW,46.176470588235304,12.886597938144421,1271.2,PE,-295.7835116425382,EOD,-1.478917558212691
2025-12-17,ETERNAL,B_PE_LOW,45.12195121951219,5.405405405405841,285.6,PE,-161.06442577030492,EOD,-0.8053221288515245
2025-12-17,FORTIS,B_PE_LOW,45.674044265593494,15.979381443299012,870.4,PE,-186.12132352941492,EOD,-0.9306066176470746
2025-12-17,GAIL,B_PE_LOW,45.30685920577615,11.11111111111058,169.2,PE,-189.12529550827693,EOD,-0.9456264775413846
2025-12-17,GLENMARK,B_PE_LOW,45.22613065326633,14.814814814814813,1949.3,PE,-260.6063715179817,EOD,-1.3030318575899087
2025-12-17,GMRAIRPORT,B_PE_LOW,45.35452322738391,4.864864864865045,101.43,PE,-27.605244996546652,EOD,-0.13802622498273326
2025-12-17,GODREJCP,B_PE_LOW,45.10582010582014,8.585858585858835,1177.4,PE,-237.8121284185493,EOD,-1.1890606420927465
2025-12-17,GODREJPROP,B_PE_LOW,54.57286432160808,34.375000000000036,2029.2,PE,13.79854129706378,EOD,0.0689927064853189
2025-12-17,GRASIM,B_PE_LOW,45.19867549668873,39.64194373401544,2802.4,PE,-461.0333999429022,EOD,-2.305166999714511
2025-12-17,HAL,B_PE_LOW,45.644057249533304,22.00520833333307,4250.0,PE,-124.23529411764535,EOD,-0.6211764705882268
